hornless,104981,1
horned,26570,2
horny,23427,2
horrendous,14120,3
horrid,10442,2
horrific,2432,3
horrified,96735,3
horrifying,97377,2
horseback,36231,2
horsey,17848,2
horticultural,98656,3
hospitable,2460,4
hostile,14975,4
"hot tip",32538,1
"hot under the collar",31645,1
hotheaded,4630,2
hourly,13276,4
housebound,24227,1
housebroken,36146,2
howling,12295,2
hued,34014,1
huffy,22833,2
hulking,10688,2
"put a human face on",27485,1
humanlike,89845,1
humane,28237,4
humanistic,90098,1
humanoid,31599,2
humbling,92231,2
humdrum,28016,1
humid,7922,4
humiliating,92232,3
humongous,14163,1
humourless,90120,1
humorous,13116,5
humped,93158,2
humpbacked,93157,1
hunchbacked,93156,1
hungry,15286,5
hurtful,11022,4
hydrated,101472,2
hydraulic,14345,3
hydroelectric,32765,1
hydrogenated,27504,1
hydroponic,99316,1
hygienic,35306,4
hyper,13328,2
hyperactive,26533,2
hyperbolic,92598,1
hypercritical,15094,1
hypersensitive,5086,1
hypocritical,104230,4
hypothetical,42130,4
hysterical,4423,4
Iberian,17311,1
icebound,30575,1
icky,33201,2
iconic,99701,1
iconoclastic,94785,1
icy,19161,4
idealistic,100934,4
idealized,106620,2
identical,4079,4
identifiable,90111,3
ideological,95778,4
idiomatic,99190,4
idiosyncratic,94350,3
idiotic,101379,4
idiot-proof,8323,1
idolatrous,91180,1
idyllic,25013,3
iffy,4078,2
igneous,41703,2
ignitable,94469,1
ignoble,4729,1
ignominious,21965,1
ignorant,42027,4
illegible,12012,2
illegitimate,21585,3
ill-humored,16263,1
illiberal,11533,1
illicit,42541,4
illogical,15016,3
illuminating,90415,2
illuminated,35076,3
illusory,8855,4
illustrative,30279,4
illustrious,20083,3
imaginable,37038,2
imaginary,43127,5
imaginative,37791,4
imbecilic,82685,2
imitative,8240,4
immaculate,21268,3
immaterial,33549,2
immature,10414,3
immeasurable,26874,1
immemorial,3943,1
immense,7997,4
imminent,38515,4
immobile,5903,2
immoderate,9239,1
immodest,13233,2
immoral,36707,3
immovable,8056,1
immune,8202,4
immutable,36199,2
impacted,6723,2
impaired,90072,3
impartial,30009,3
impassable,18956,1
impassioned,40830,2
impassive,21320,1
impatient,914,5
impeccable,7887,3
impecunious,37531,1
impending,25653,3
impenetrable,10003,2
imperceptible,39795,1
imperfect,29336,3
imperial,34498,4
imperialistic,97911,1
imperious,7754,1
imperishable,6616,1
impermanent,29422,1
impermeable,30982,1
impermissible,7488,1
impersonal,14788,3
impertinent,9996,2
imperturbable,26340,1
impervious,5707,2
impetuous,30255,2
impious,14356,1
impish,37170,1
implacable,39830,1
implausible,32673,2
implicit,9019,4
imploring,91925,1
impolite,8295,2
imponderable,21004,1
importunate,38835,1
imposing,39276,4
impotent,21388,3
impoverished,104927,3
impracticable,32270,1
impractical,13574,3
imprecise,691,1
impregnable,1067,1
impressionable,27555,2
impressionistic,15012,1
impressive,41564,5
improbable,38915,3
impromptu,16309,4
improper,6327,3
improvident,10728,1
imprudent,17395,1
impudent,24876,2
impulsive,17337,4
impure,999,1
inaccessible,21854,3
inaccurate,19525,3
inactive,10458,3
inadequate,33679,3
inadmissible,870,2
inadvertent,17579,1
inadvisable,6398,1
inalienable,6400,1
inane,6741,1
inanimate,36344,1
inapplicable,41757,1
inappropriate,40457,3
inapt,27358,1
inarguable,40891,1
inarticulate,15042,1
inattentive,92203,1
inaudible,17209,1
inaugural,32328,3
inauspicious,37105,1
inauthentic,32702,1
inboard,1682,1
inborn,2296,4
inbound,31428,2
inbred,236,2
inbuilt,10359,1
incalculable,21636,1
incandescent,9175,1
incapable,37554,3
incapacitating,89726,1
incautious,7501,1
incendiary,38508,2
incessant,24587,1
incestuous,30263,2
inchoate,10617,1
incipient,3502,1
incised,91906,1
incisive,13985,1
inclement,7880,1
inclined,42216,3
inclusive,4399,3
incoherent,2132,2
incoming,23751,3
incommunicado,11748,2
incomparable,10964,2
incompatible,10275,3
incomprehensible,12064,3
inconceivable,17247,3
inconclusive,36479,3
incongruous,22752,1
inconsequential,42212,1
inconsiderable,3875,1
inconsiderate,5947,2
inconsistent,31873,3
inconsolable,856,2
inconspicuous,35746,2
inconstant,16583,1
incontestable,2479,1
incontinent,13360,1
incontrovertible,30395,1
inconvenient,11600,3
incorporeal,2574,1
incorrect,36279,3
incorrigible,23903,2
incorruptible,24024,1
incredible,1255,5
incredulous,32470,1
incremental,96622,3
incriminating,92825,2
incurable,5555,1
incurious,12324,1
indebted,30236,4
indecent,29783,3
indecipherable,27122,1
indecisive,4409,1
indefatigable,351,1
indefensible,10982,2
indefinable,17002,1
indefinite,7361,4
indelible,33823,1
indelicate,21057,2
indentured,17549,2
indescribable,9201,2
indestructible,40490,2
indeterminate,32532,2
indicative,7170,4
indictable,90376,1
indie,2001,3
indifferent,13634,4
indigenous,5574,4
indigent,30932,1
indigestible,26415,1
indignant,24186,4
indirect,1688,5
indiscernible,4453,1
indiscreet,7998,2
indiscriminate,40339,1
indispensable,35247,4
indisposed,15937,1
indisputable,7132,1
indissoluble,15183,1
indistinct,2931,1
indistinguishable,9156,3
individualistic,93725,1
indivisible,25936,1
indolent,42267,1
indomitable,19813,1
indoor,42700,5
indubitable,15346,1
inductive,14807,1
indulgent,6742,4
industrialised,89990,1
industrious,41216,4
inebriated,4765,1
inedible,39249,2
ineffable,9639,1
ineffective,11137,3
ineffectual,24403,1
inefficient,10376,3
inelegant,8948,1
ineligible,4662,1
ineluctable,24061,1
inept,31341,2
inequitable,21393,1
ineradicable,25008,1
inert,15857,3
inertial,100981,1
inescapable,28099,3
inessential,19255,1
inestimable,3393,1
inevitable,6734,4
inexact,21117,1
inexcusable,41767,2
inexhaustible,16052,1
inexorable,2524,1
inexpensive,27278,3
inexperienced,92873,3
inexpert,42733,1
inexplicable,9979,3
inexpressible,29900,1
inextricable,33060,1
infallible,33536,2
infamous,6157,3
infantile,29521,2
infatuated,10185,2
infected,8538,3
infectious,11462,4
infernal,42751,2
infertile,20349,2
infinite,18404,4
infinitesimal,32124,1
infirm,8513,1
inflamed,3536,2
inflammable,33217,1
inflammatory,41365,3
inflatable,92899,1
inflated,26065,2
inflationary,13342,3
inflected,91976,1
inflectional,96346,1
inflexible,26521,3
influential,19812,4
informal,3335,5
informational,100973,2
informative,37994,4
infrared,35470,3
infrequent,20158,3
infuriated,96341,1
infuriating,106312,2
ingenious,420,4
ingenuous,14362,1
inglorious,1389,1
ingrained,19827,1
ingratiating,23160,1
inground,34021,1
ingrowing,14602,1
ingrown,40583,1
inhabitable,91256,1
inherent,6449,4
inheritable,90010,1
inherited,90426,3
inhibited,38665,3
inhospitable,23582,1
inhuman,27537,2
inhumane,24462,2
inimical,2200,1
inimitable,21392,1
iniquitous,329,1
injudicious,27673,1
injurious,1922,4
inky,13301,1
inlaid,12250,2
inland,32755,4
inmost,14498,1
innate,21792,3
innermost,37658,2
innocuous,34733,2
innovative,12900,4
innovatory,10515,1
innumerable,12575,4
innumerate,40489,1
inoffensive,34545,1
inoperable,25171,1
inoperative,24691,1
inopportune,4546,2
inordinate,4404,1
inorganic,10411,3
inquiring,24254,1
inquisitive,27438,4
inquisitorial,92591,1
insalubrious,2050,1
insane,22499,4
insanitary,24344,1
insatiable,15788,2
inscrutable,16699,2
insecticidal,100975,1
insectivorous,93643,1
insecure,4718,3
insensible,25141,1
insensitive,13361,3
inseparable,26826,3
inshore,13804,1
insidious,539,2
insightful,23989,4
insignificant,31145,3
insincere,33396,2
insinuating,92781,2
insipid,43177,2
insistent,2757,3
insolent,16107,2
insoluble,19085,1
insolvent,34339,3
insouciant,94311,1
inspirational,41219,2
instantaneous,19142,3
instinctive,42960,3
instinctual,14554,1
institutional,89935,3
institutionalized,17456,2
instructional,41659,1
instructive,31960,3
instrumental,16995,3
insubordinate,13887,1
insubstantial,27250,1
insufferable,18022,2
insufficient,42080,3
insular,16737,1
insulting,19268,3
insuperable,36813,1
insupportable,20504,1
insured,4967,3
insurmountable,18219,2
insurrectionary,98591,1
intact,33921,4
intangible,25776,4
integral,1088,4
integrated,27703,3
intelligent,8359,5
intelligible,13168,4
intemperate,33143,1
intense,1091,5
intentional,36675,4
interactive,1134,3
interagency,10298,1
interchangeable,19345,2
intercity,821,1
intercollegiate,28286,1
intercontinental,35446,1
interdenominational,25444,1
interdepartmental,12942,1
interdependent,28581,1
interdisciplinary,40859,3
interfaith,35148,1
interfering,90157,3
intergalactic,12604,1
intergenerational,39389,1
intergovernmental,36897,3
interlaced,105315,1
interminable,6624,1
intermittent,42079,4
internecine,18970,1
interoffice,2433,1
interpersonal,2309,3
interplanetary,34821,2
interpretable,92867,1
interpretive,90399,2
interracial,42926,2
interrelated,105320,1
interscholastic,13983,1
interstellar,16489,2
intertidal,43086,1
intertribal,4724,1
intervening,92437,3
interwar,36998,1
intestate,27897,1
intestinal,98711,3
intimidated,93952,2
intimidating,92657,3
intolerable,20957,3
intolerant,4891,2
intoxicated,6159,2
intoxicating,2027,2
intractable,4283,3
intramural,5640,1
intransigent,17021,1
intransitive,14621,1
intrastate,5881,1
intrauterine,25349,1
intravenous,5313,3
intrepid,34183,1
intricate,19991,4
intriguing,27012,3
intrinsic,24960,4
introductory,13628,4
introspective,90132,1
introverted,90131,1
intrusive,21578,3
intuitive,16890,4
inured,102358,1
invaluable,3317,4
invariable,1409,1
invasive,42726,4
inventive,34452,3
investigative,17287,3
investigatory,39245,1
inveterate,29913,1
invidious,16850,1
invigorating,90359,2
invincible,37359,2
inviolable,15325,1
inviolate,14500,1
invisible,10096,4
invitational,4241,1
involuntary,2775,3
invulnerable,11589,1
inward,9144,4
irascible,5608,1
irate,10928,1
iridescent,4576,1
irksome,31925,1
ironclad,22265,2
ironic,40963,4
irrational,5046,4
irreconcilable,36163,1
irrecoverable,42496,1
irredeemable,30011,1
irreducible,7035,1
irrefutable,10516,1
irrelevant,12346,3
irreligious,40777,1
irremediable,34470,1
irreparable,32086,2
irreplaceable,38078,2
irrepressible,16271,1
irreproachable,41873,1
irresistible,20557,3
irresolute,18362,1
irresponsible,23368,3
irretrievable,23853,1
irreverent,21304,1
irreversible,38092,3
irrevocable,32374,1
irritable,8361,4
irritated,106292,3
irritating,94507,4
isolated,8503,3
Italianate,19978,1
itchy,3564,2
itinerant,15922,1
itsy-bitsy,9926,1
ivied,27635,1
Jacobean,23481,1
jaded,20495,2
jagged,39279,3
jammy,29193,1
jarring,93723,2
jaundiced,19346,1
jaunty,810,1
jazzed,30249,2
jazzy,10000,1
jealous,22596,4
jejune,36493,1
jellied,103627,1
jellylike,103179,1
jerkwater,19550,1
jewelled,79544,1
jingoistic,106741,1
jittery,42457,2
jobless,92635,3
jocose,15900,1
jocular,24272,1
jokey,19757,1
jolly,1806,4
jolting,103678,1
journalistic,97927,2
jovial,38186,1
jowly,93045,1
joyful,14695,4
joyless,36573,1
joyous,19728,4
jubilant,33309,1
judgmental,24779,2
judicial,1523,4
judicious,23932,1
juiced,7788,2
juicy,19971,4
julienne,15815,1
jumbled,103047,2
jumbo,28317,2
jumpy,32492,2
junior,688,5
junky,7177,2
jurisdictional,103204,1
justifiable,106723,3
juvenile,454,4
kaleidoscopic,93538,1
kaput,41857,2
"(as) keen as mustard",15038,1
Kelvin,28079,1
killer,5133,3
kindhearted,39393,1
kindly,22031,3
kindred,1374,1
kinetic,37259,3
kingly,36408,1
king-size,12707,1
kinky,13914,2
juicer,11526,1
juiciness,95321,1
jujitsu,24263,2
jukebox,1218,2
"juke joint",26688,1
julep,39268,2
July,2499,4
"get/have/gain a/the jump on",42682,1
"take a running jump",34221,1
jumper,12030,3
jumpsuit,15001,2
junction,23703,4
juncture,31022,2
June,25843,4
jungle,25138,4
juniper,15895,2
"junk e-mail",2364,1
junker,36800,1
junket,28864,1
junkie,25055,2
junkyard,14657,2
junta,32666,1
Jupiter,32860,1
jurisdiction,30819,4
jurisprudence,21902,1
jurist,9716,1
juror,21664,4
jury,22865,4
"jury is out",37199,1
"jury panel",20698,1
justness,90302,1
"justice of the peace",41743,1
justification,14428,4
jute,32254,1
juxtaposition,108475,1
Kabuki,38974,1
kaiser,9409,2
kale,19562,2
kaleidoscope,29576,2
kamikaze,27120,1
kangaroo,42536,2
karaoke,4213,2
karat,19599,2
carat,42255,2
karate,14210,3
karma,36844,2
katydid,31639,1
kayak,38185,2
kazoo,29323,1
kebab,32152,1
keel,994,2
"on an even keel",42279,1
keenness,91385,1
keeper,1131,3
"out of keeping with",12246,1
keepsake,35259,1
keg,5102,2
kegger,41666,1
kelp,2397,2
ken,102179,2
"beyond someone's ken",27621,1
kennel,21923,1
kerchief,39028,1
kernel,19669,1
kerosene,35299,2
ketch,20906,2
ketchup,15322,2
kettle,21197,4
kettledrum,14028,1
keyboard,5244,5
keyboardist,42026,1
keyhole,17143,2
keynote,4235,2
keynoter,15025,1
keypad,42136,1
keystone,15926,2
keystroke,984,1
keyword,7037,3
khaki,38430,2
kibbutz,31113,1
kibitzer,87998,1
"put the kibosh on",27507,1
"a kick in the teeth",29880,1
kickback,41649,2
kickball,13771,1
kickboxing,32476,2
kicker,41204,2
kickoff,28538,1
kickstand,10851,1
"new kid on the block",5620,1
kiddie,24066,2
kiddo,26711,2
kidnapper,87995,2
kidnapping,109162,3
kidney,33484,4
kike,18134,1
killjoy,28299,2
kiln,31282,2
kilo,2746,4
kilobyte,35838,1
kilogram,39485,4
kilohertz,26093,1
kiloliter,37120,1
kilometer,9888,4
kilowatt,10399,1
kilt,6515,2
kilter,110516,2
kimono,16796,2
kin,6706,4
"one of a kind",27119,1
kindergarten,32190,4
kindergartener,79397,1
kindheartedness,104138,1
kindling,6412,2
kindliness,90309,1
kindness,32014,4
kinfolk,39167,1
"king crab",10392,1
kingdom,21979,4
kingfisher,1161,1
kingmaker,28852,1
kingpin,23364,2
kingship,40198,1
kink,16295,2
kinsfolk,1599,1
kinship,16387,3
kinsman,18881,1
kinswoman,4716,1
kiosk,30351,2
kip,8872,2
kipper,37242,1
kirk,24910,2
kismet,13895,2
"blow (someone) a kiss",21883,1
"throw (someone) a kiss",10520,1
kisser,27782,2
"kissing cousin",22459,1
"the kiss of life",21170,1
kit,28929,4
"get/take your kit off",4864,1
kitchenette,15323,1
kite,22629,4
"as high as a kite",40594,1
"go fly a kite",14411,1
kith,109268,1
kitsch,10413,1
kitten,23504,2
kitty,24564,2
kiwi,1147,2
kiwifruit,12521,1
Klansman,21596,1
kleptomania,14664,1
kleptomaniac,87972,1
kludge,7434,1
klutz,39213,2
knack,11453,2
knapsack,11823,2
knave,30051,1
"bring (someone) to his/her knees",26393,1
"learn (something) at your mother's knee",28837,1
kneecap,2817,2
knell,16046,1
knickerbockers,12709,1
knickers,1372,3
"get your knickers in a twist",41253,1
knickknack,21462,1
"like a (hot) knife through butter",24057,1
"the knives are out (for someone)",3516,1
"twist/turn the knife (in the wound)",41828,1
"on a/the knife-edge",15589,1
knight,33944,4
"knight in shining armor",20347,1
knighthood,11218,1
knitter,87965,1
knit,22465,4
knitting,11719,3
knitwear,18726,1
knob,31757,4
knockback,10457,1
knocker,4699,2
knockoff,40778,2
knockout,28597,2
knoll,17969,2
knot,13562,4
"tie yourself (up) in knots",2498,1
"safe/secure in the knowledge",3969,1
"to someone's knowledge",31185,1
"to the best of my knowledge",27901,1
knuckle,29549,2
knuckleball,33240,1
knucklehead,17110,2
knuckler,13727,1
koala,25823,2
kohl,24522,1
kohlrabi,20899,1
kook,28805,1
kookaburra,33740,1
Koran,41886,1
Kraut,35666,1
kremlin,86438,2
"the Kremlin",1676,1
krill,26274,1
krona,17545,1
krone,20306,1
krypton,16218,1
kudos,38060,2
"the Ku Klux Klan",22619,1
kumquat,9358,1
Kurd,23371,1
Kwanzaa,42702,1
lab,21132,5
Lab,6967,1
laborer,17382,1
laboriousness,91024,1
"Labrador retriever",33052,1
labyrinth,19068,2
lace,14506,4
laceration,42764,2
lackey,10679,1
lacquer,19785,2
lacrosse,14619,2
lactation,99130,1
lactose,4046,2
lacuna,7725,1
lad,19673,4
ladder,25605,4
laddie,4228,1
ladle,10671,2
"it ain't over until/till the fat lady sings",16527,1
ladybug,11159,1
"the lady of the house",9700,1
Ladyship,28516,1
lag,4753,4
lager,8282,3
"lager lout",39014,1
laggard,27344,1
lagging,36689,2
lagoon,38220,2
lair,34145,2
laird,16044,2
laity,36017,3
"(go) jump in a/the lake",42680,1
lakefront,22253,1
lakeshore,18231,2
lakeside,27055,2
lama,35211,2
lamb,845,4
"like a lamb to the slaughter",38106,1
lambskin,21185,1
lambswool,36179,1
lameness,110750,2
lame,32748,4
lamé,3781,1
lamebrain,35091,1
lament,20903,2
lamentation,26566,1
laminate,14719,1
lamp,25061,5
lamplight,1983,1
lampoon,10191,1
lamppost,16596,2
lampshade,16792,1
LAN,14536,1
lance,13424,3
lancet,21377,1
"how the land lies",3623,1
"in the land of the living",20972,1
"land of milk and honey",6181,1
landfall,26729,2
landfill,28888,2
landform,6573,1
landholder,10839,1
landholding,106657,1
landlady,35642,4
landlord,20490,4
landlubber,4728,1
landmark,6229,4
landmass,36360,1
landowner,38319,3
landscaper,89153,1
"landscape gardening",108839,1
landslide,15485,2
landslip,29106,1
lane,19652,4
"speak/talk the same language",28504,1
"language laboratory",16806,1
languor,14856,1
lanolin,32000,1
lantern,9782,3
lap,5033,4
"drop/fall into your lap",16534,1
"drop/dump (something) in/into/on your lap",34927,1
"in the lap of luxury",26229,1
"in the lap of the gods",1988,1
lapping,86385,2
lapdog,33176,2
lapel,42032,2
lapse,8223,3
larceny,30547,2
larch,3453,2
lard,5285,2
larder,12016,1
largeness,90811,1
largesse,21357,1
lark,28076,2
larva,37711,1
laryngitis,21166,2
larynx,15535,1
lasagna,29130,2
lasciviousness,103823,1
laser,39899,4
lash,8624,4
lashing,17809,2
lass,22641,4
lassie,21755,2
lassitude,39709,1
lasso,38184,2
latch,5896,2
latchkey,13126,1
"latchkey child",18099,1
lateness,95422,1
latecomer,19841,1
latency,109139,1
lateral,3156,3
latex,31398,2
lath,38756,1
lathe,11195,2
lather,13444,2
Latin,1317,3
Latina,453,1
Latino,11700,1
latitude,10834,4
latrine,36417,2
latte,13890,2
lattice,5842,3
latticework,42239,1
laugher,89161,1
"a laugh a minute",25940,1
laughingstock,23223,2
launcher,85201,2
launchpad,14732,1
laundering,105516,2
launderette,43013,1
Laundromat,27100,1
laundry,20431,4
laureate,4261,2
laurel,36410,2
"look to your laurels",272,1
"rest/sit on your laurels",40065,1
lava,27384,3
lavatory,18733,4
lavender,4827,3
lavishness,97430,1
"a law unto yourself",35429,1
"take the law into your own hands",36218,1
"the law of averages",7834,1
"the law of the jungle",34723,1
"your word is law",7558,1
lawbreaker,27663,1
lawfulness,90390,1
lawlessness,90382,1
lawmaker,13997,1
lawmaking,108222,1
lawman,12175,2
lawn,29339,4
lawsuit,41686,4
laxity,91484,1
laxness,91483,1
laxative,2875,2
layabout,10274,1
layaway,17508,2
layette,13223,1
layin,11976,1
layman,3391,4
layoff,16829,4
"the lay of the land",22373,1
layout,2211,4
layover,5908,1
layperson,11250,1
layup,35767,1
laywoman,27726,1
laziness,91601,4
lazybones,28961,1
"lazy Susan",9876,1
LCD,15701,1
"follow someone's lead",23857,1
"get the lead out",27067,1
"lead up",81740,1
leaf,12291,5
"turn over a new leaf",41306,1
leaflet,22032,4
league,17814,5
leaguer,16273,1
leak,6438,4
leakage,15163,1
leanness,95360,1
leaper,87301,1
"by/in leaps and bounds",5626,1
"take a flying leap",22540,1
leapfrog,26226,1
learner,13971,4
lease,12351,4
"a new lease on life",12461,1
leash,568,2
"at the (very) least",25677,1
"not (in) the least",8278,1
"the least (someone) can do",31508,1
"to say the least",30880,1
"least common denominator",17273,1
"take leave of someone",5559,1
"take leave of your senses",3905,1
"without (so much as) a by your leave",13273,1
leaven,30536,1
leavening,30000,1
"leave of absence",14014,1
lecher,31133,1
lechery,108678,1
lectern,8634,1
lecturer,12533,4
lectureship,31492,1
LED,40903,1
ledge,25829,3
ledger,40810,3
lee,17037,2
leech,2902,2
leek,20998,1
leeward,18996,1
leeway,7897,2
"make up (the) leeway",2625,1
"come out of left field",39977,1
"out in left field",37520,1
left-hander,9666,1
leftist,19951,4
leftover,40712,2
lefty,6874,2
"get your leg over",40190,1
"not have a leg to stand on",40463,1
"on your/its last legs",22343,1
"pull someone's leg",36442,1
legacy,30887,4
legality,90361,3
legalese,8184,1
legate,9679,1
legatee,21830,1
legation,61,1
legend,32295,4
legerdemain,11903,1
legibility,90586,1
legion,4874,3
legionary,13182,1
legionnaire,7142,1
"Legionnaires' disease",3947,1
legislation,11484,4
legislator,23473,4
legislature,25432,3
legitimacy,90389,4
legroom,18675,1
legume,23455,1
legwork,42012,2
lei,20768,2
leisure,26239,5
leitmotiv,33977,1
lemming,26795,1
lemon,15507,5
lemonade,24439,4
"lemon law",6641,1
lemur,28783,2
lender,89178,3
"go to any length",20945,1
"the length and breadth of",4119,1
lengthiness,96877,1
leniency,90193,4
lenience,91604,1
lens,38000,4
lentil,41911,1
leopard,32195,2
"a leopard can't change its spots",1975,1
leopardess,19690,1
leotard,40865,2
leper,25327,2
leprechaun,23061,2
leprosy,4470,1
lesbian,15823,4
lesbianism,108629,1
lesion,39962,1
lessee,3592,2
lessor,30609,1
"without let or hindrance",37186,1
letdown,25868,1
lethargy,37369,1
letout,26086,1
letterhead,3650,2
lettuce,8066,3
letup,16460,1
leukemia,13397,2
levee,4072,2
"descend/sink/stoop to someone's level",1051,1
leveler,40068,1
lever,4712,4
leverage,6511,4
leviathan,38987,1
levitation,94830,2
levity,32579,2
levy,8022,4
lewdness,95978,1
lexicon,27661,1
liability,40496,4
liaison,14139,3
liar,19176,4
lib,1936,1
libber,88135,1
libation,3717,2
"Lib Dem",18391,1
libel,1590,3
liberal,6245,4
"Liberal Democrat",4345,1
liberalism,33035,3
liberality,37007,1
liberator,89094,1
liberation,13554,4
libertarian,40487,1
libertarianism,101433,1
libertine,22723,1
liberty,1312,4
"take the liberty of",40328,1
libido,26625,2
Libra,11618,1
librarian,4418,4
librettist,7638,1
libretto,25399,1
"a license to print money",523,1
"licensed practical nurse",29460,1
licensee,15431,1
licentiousness,90288,1
lichen,17058,2
lick,20689,4
"a lick and a promise",11476,1
licking,6684,2
licorice,38167,2
lid,36225,4
"blow the lid off",7127,1
"keep a lid on",37159,1
"put a lid on",32223,1
lido,27238,2
"give the lie to",42808,1
"I tell a lie",17240,1
liege,1615,2
lien,35398,2
"lie of the land",24541,1
lieu,109067,2
lieutenant,21324,4
"a life of its own",23708,1
"a matter of life and death",42619,1
"(as) big as life",38688,1
"bet/stake your life on",29720,1
"breathe (new) life into",36928,1
"bring someone or something back to life",23096,1
"bring something to life",33705,1
"for the life of me",34985,1
"frighten/scare the life out of",5518,1
"not on your life",15796,1
"risk life and limb",2414,1
"take/claim someone's life",8866,1
"take your own life",16571,1
"the life of the party",32469,1
lifeblood,39956,1
lifeboat,243,3
lifeguard,28101,2
lifelessness,95328,1
lifeline,36204,2
"the life of Riley",1044,1
"life peer",7767,1
lifer,19279,2
lifesaver,24158,2
lifesaving,17882,1
lifestyle,18759,5
"life's work",13192,1
lifetime,1593,3
lifter,85259,1
liftoff,42275,2
ligament,10878,2
"according to your lights",7582,1
"a light at the end of the tunnel",8950,1
"bring (something) to light",22181,1
"cast/shed/throw light on",39077,1
"in someone's light",27385,1
"in the light of",14685,1
"out like a light",2812,1
"see the light of day",36888,1
"the light of your life",920,1
lightness,91720,2
"a light bulb goes off/on",13859,1
lighter,2721,3
lightheartedness,103930,1
lighthouse,38221,3
"light meter",18065,1
lightning,19821,4
"catch/capture lightning in a bottle",35573,1
"lightning never strikes (the same place) twice",29895,1
"like (greased) lightning",10245,1
lightweight,40795,3
likelihood,18961,4
likeliness,90974,1
likeness,25214,2
"take a liking to",37096,1
"to someone's liking",2344,1
lilac,6534,2
lilt,39142,1
lily,30651,4
"lily of the valley",25413,1
limb,2415,4
"out on a limb",33352,1
"tear (someone) limb from limb",23835,1
limbo,15289,2
lime,3919,4
limelight,86717,4
limerick,19552,2
limestone,5848,3
limey,37291,2
"the sky's the limit",33204,1
limo,42954,2
limousine,20792,2
limp,6284,4
limpness,96125,1
limpet,5995,1
linchpin,29917,1
linden,39792,1
"get/have a line on",39506,1
"in line",82842,1
"lay it on the line",33755,1
lineage,3034,3
lineaments,36431,1
linearity,96990,1
linebacker,23109,2
lineman,26700,1
linen,14746,4
liner,30203,4
linesman,40462,1
lineup,203,2
lingerer,89116,1
lingerie,31543,2
lingo,5186,2
linguine,34055,1
linguist,37177,1
linguistics,24281,4
liniment,29070,1
linkage,33797,4
"linking verb",31537,1
linkup,32554,1
linnet,20847,1
lino,8334,1
linoleum,23785,2
linseed,26292,1
lint,11297,2
lintel,7795,1
lion,7117,5
lioness,31608,4
"my lips are sealed",16642,1
"on everyone's/everybody's lips",9416,1
"on the lips of",33321,1
lipid,8393,1
liposuction,39410,2
lipstick,42666,4
liqueur,7993,1
liquidation,103921,3
liquidator,89110,1
liquidity,5763,3
liquidizer,36731,1
liquor,1427,4
lira,10566,2
lisp,21233,1
lisper,89107,1
listlessness,91588,1
litany,16821,2
liter,35484,4
literacy,19609,4
literalness,90950,1
literati,108319,1
literature,33798,5
litheness,95335,1
lithium,18136,2
lithograph,12391,1
lithography,34570,1
lithographer,89105,1
litigant,3783,1
litigation,110113,3
litigator,89103,1
litigiousness,91735,1
litter,12056,4
litterer,89102,1
litterbug,25987,1
littleness,90154,1
"the Little Dipper",30645,1
liturgy,25805,3
livelihood,14280,4
liveliness,89425,1
liver,14258,4
liverwurst,16668,1
livery,10497,3
livestock,27922,4
lizard,28350,2
llama,9738,2
"get a load of",33841,1
"take a load off (your feet)",12232,1
loader,84375,1
loaf,2717,4
loafer,3498,1
loam,27024,1
loaner,7664,1
loathing,13912,2
lobby,13497,4
lobbyist,89129,4
lobe,6200,2
lobotomy,8111,2
lobster,22498,2
locale,873,2
locality,34413,4
localization,104239,1
localisation,100741,1
loch,32816,3
"lock, stock, and barrel",29241,1
"under lock and key",40397,1
locker,28075,4
locket,3078,2
lockjaw,9052,1
lockout,25054,1
locksmith,6225,2
lockstep,33688,1
lockup,40280,2
locomotion,8092,1
locomotive,34654,4
locum,3745,1
locus,7169,1
locust,18748,2
locution,26228,1
lode,15869,2
lodestar,32409,1
lodestone,32430,1
lodge,713,4
lodger,6805,1
lodging,14711,4
loft,5371,3
loftiness,91147,1
loganberry,5065,1
logarithm,2946,1
logbook,6182,1
logger,14880,2
loggia,7811,1
logician,2743,1
logistics,5258,4
logjam,8452,1
logo,11494,4
loin,5597,2
"gird (up) your loins",10257,1
loincloth,26866,1
loiterer,89120,1
lollipop,17090,2
lolly,5056,2
loneliness,89457,4
loner,13567,2
"the long and (the) short of it",30495,1
"long ball",20556,1
longbow,2578,1
longevity,575,4
longhair,35118,1
longhand,40336,1
longhorn,42003,1
longitude,26117,4
longshoreman,20411,1
"by a long shot",36963,1
"not by a long shot",23578,1
longueur,35716,1
loo,24354,3
loofah,28477,2
looker,21900,2
lookout,35758,2
"be someone's lookout",14609,1
"keep a lookout for",42469,1
"on the lookout for",24180,1
loom,16980,4
loon,20353,2
loonie,18877,1
loony,7460,2
loop,2400,4
"knock/throw (someone) for a loop",3902,1
"knock (something) for a loop",25943,1
loophole,40652,4
looseness,90450,1
loot,20780,4
looter,88824,1
looting,108412,2
loppers,1055,1
lopsidedness,96901,1
loquaciousness,91808,1
loquacity,91809,1
lord,9180,5
lordship,5645,3
lore,33781,2
lorry,15003,5
loser,20877,3
"at a loss for words",5643,1
"throw (someone) for a loss",4014,1
"loss adjuster",12350,1
"throw in your lot with",28220,1
lotion,27670,4
lottery,16864,4
lotus,37042,3
loudness,90583,1
loudhailer,4796,1
