id,lemma
14888,dissatisfy
14889,dissect
14890,dissemble
14891,disseminate
14892,dissipate
14893,dissociate
14894,dissolve
14895,dissuade
14896,distend
14898,distinguish
14899,distinguish yourself
14900,distort
14901,distract
14902,distribute
14903,disturb
14904,dive bomb
14905,dive-bomb
14906,diverge
14907,diversify
14908,divert
14909,divest
14910,divest of
14912,divulge
14913,divvy up
14914,do away with
14915,do by
14916,do down
14917,do for
14918,do in
14919,do it
14920,do out of
14921,do over
14922,do up
14923,do well
14924,do with
14925,do without
14926,have to do with
14927,dodge a the bullet
14928,dodge a/the bullet
14929,doff
14930,dog paddle
14931,dog-paddle
14932,dole out
14933,doll up
14934,domesticate
14935,dominate
14936,donate
14937,doodle
14938,dope out
14939,dope up
14940,doss
14941,dote
14942,dote on upon
14943,dote on/upon
14944,double back
14945,double up
14946,double up on
14947,double book
14948,double-book
14949,double check
14950,double-check
14951,double click
14952,double-click
14953,double cross
14954,double-cross
14955,double park
14956,double-park
14957,double space
14958,double-space
14959,double team
14960,double-team
14961,douse
14962,downplay
14963,downshift
14964,downsize
14965,dowse
14966,doze
14967,doze off
14968,drag down
14969,drag into
14970,drag on
14971,drag out
14972,drag someone's name through the mud
14973,drag your feet
14974,dragoon into
14975,drain off
14976,dramatize
14977,drape
14978,draw off
14979,draw on upon
14980,draw on/upon
14981,draw out
14982,draw straws
14983,draw the blinds curtain shades on
14984,draw the blinds/curtain/shades on
14985,draw up
14986,drawl
14987,dream on
14988,dream up
14989,never not dream of
14990,never/not dream of
14991,dredge up
14992,drench
14993,dress up
14994,drift apart
14995,drift off
14996,drill into
14997,drink in
14998,drink to
14999,drink up
15000,drive at
15001,drive away
15002,drive off
15003,drive out
15004,drone on
15005,droop
15006,drop a brick
15007,drop back
15008,drop out
15009,drop out of sight
15010,drown
15011,drowse
15012,drum into
15013,drum out of
15014,drum up
15015,dry off
15016,dry out
15017,dry up
15018,dry clean
15019,dry-clean
15020,dub
15021,duck out
15022,duke it out
15023,dumb down
15024,dumbfound
15025,dump on
15026,dust off
15027,dwell
15028,dwell on upon
15029,dwell on/upon
15030,dwindle
15031,earn
15032,ease off
15033,ease up on
15034,go easy
15035,eat
15036,be eating out of someone's hand
15037,eat crow
15038,eat someone or something alive
15039,eat (someone or something) alive
15040,eat up
15041,eat your heart out
15042,eat your words
15043,i'll eat my hat
15044,I'll eat my hat
15045,eavesdrop
15046,economize
15047,edge out
15048,edify
15049,edit
15050,edit out
15051,edit yourself
15052,educate
15053,efface
15054,egg on
15055,ejaculate
15056,eject
15057,eke out
15058,elapse
15059,elate
15060,electrify
15061,electrocute
15062,electroplate
15063,elevate
15064,elicit
15065,eliminate
15066,elongate
15067,elope
15068,elucidate
15069,elude
15070,emanate
15071,emancipate
15072,emasculate
15073,embalm
15074,embark
15075,embark on
15076,embarrass
15077,embed
15078,embellish
15079,embezzle
15080,embitter
15081,emblazon
15082,embody
15083,embolden
15084,emboss
15085,embroider
15086,embroil
15087,emend
15088,emerge
15089,emigrate
15090,emit
15091,emote
15092,empathize
15093,emphasize
15094,employ
15095,empower
15096,empty into
15097,emulate
15098,emulsify
15099,enable
15100,enact
15101,enamor
15102,encamp
15103,encapsulate
15104,encase
15105,enchant
15106,encircle
15107,enclose
15108,encode
15109,encompass
15110,encourage
15111,encroach
15112,encrypt
15113,encumber
15114,end in
15115,end up
15116,end with
15117,end your life
15118,endanger
15119,endear
15120,endear to
15121,endorse
15122,endow
15123,endure
15124,energize
15125,enervate
15126,enfold
15127,enforce
15128,enfranchise
15129,engage
15130,engage in
15131,engage with
15132,engender
15133,engrave
15134,engross
15135,engulf
15136,enhance
15137,enjoin
15138,enjoy
15139,enjoy yourself
15140,enlarge
15141,enlarge on upon
15142,enlarge on/upon
15144,enlist
15145,enliven
15146,enmesh
15147,ennoble
15148,enrage
15149,enrapture
15150,enrich
15151,enroll
15152,ensconce
15153,enshrine
15154,enshroud
15155,enslave
15156,ensnare
15157,ensue
15158,ensure
15159,entail
15160,entangle
15161,enter
15162,enter into
15163,enter on upon
15164,enter on/upon
15165,enter the picture scene
15166,enter the picture/scene
15167,enter your mind head
15168,enter your mind/head
15169,entertain
15170,enthrall
15171,enthrone
15172,enthuse
15173,entice
15174,entitle
15175,entomb
15176,entrap
15177,entreat
15178,entrench
15179,entrust
15180,entwine
15181,enumerate
15182,enunciate
15183,envelop
15184,envisage
15185,envision
15186,epitomize
15187,equalize
15188,equate
15189,equate to
15190,equip
15191,equivocate
15192,eradicate
15193,erase
15194,erode
15195,err
15196,err on the side of
15197,erupt
15198,escalate
15199,there is no escaping
15200,eschew
15201,espouse
15202,espy
15203,establish
15204,estrange
15205,etch
15206,eulogize
15207,evacuate
15208,evade
15209,evaluate
15211,evaporate
15212,even out
15213,evict
15214,as is evidenced by
15215,as (is) evidenced by
15216,evince
15217,eviscerate
15218,evoke
15219,evolve
15220,exacerbate
15221,exaggerate
15222,exalt
15223,examine
15224,exasperate
15225,excavate
15226,exceed
15227,excel
15228,except
15229,excite
15230,exclaim
15231,exclude
15233,excoriate
15234,excrete
15235,exculpate
15236,excuse me
15237,excuse yourself
15238,execrate
15239,execute
15240,exemplify
15241,exert
15242,exert yourself
15243,exhale
15244,exhilarate
15245,exhort
15246,exhume
15247,exist
15248,exonerate
15249,exorcise
15250,expand
15251,expand on upon
15252,expand on/upon
15253,expatiate
15254,expect
15255,expedite
15256,expel
15257,expend
15258,expiate
15259,expire
15260,time expires
15261,explain
15262,explain away
15263,explain yourself
15264,explicate
15265,explode
15266,explore
15267,expose yourself
15268,expostulate
15269,expound
15270,express itself themselves
15271,express itself/themselves
15272,express yourself
15273,expropriate
15274,expunge
15275,expurgate
15276,extend
15277,extend yourself
15278,exterminate
15279,extinguish
15280,extirpate
15281,extol
15282,extort
15283,extract yourself
15284,extradite
15285,extrapolate
15286,extricate
15287,extrude
15288,exude
15289,exult
15290,fabricate
15291,face facts
15292,face the music
15293,face up to
15294,let's face it
15295,(let's) face it
15296,facilitate
15297,fail
15298,faint
15299,fake it
15300,fake out
15301,fall all over yourself
15302,fall (all) over yourself
15303,fall apart
15304,fall away
15305,fall back
15306,fall behind
15307,fall down on the job
15308,fall flat
15309,fall for
15310,fall in
15311,fall in into line
15312,fall in/into line
15313,fall into
15314,fall into place
15315,fall into the hands of
15316,fall into the wrong hands
15317,fall in with
15318,fall off
15319,fall on upon
15320,fall on/upon
15321,fall out
15322,fall short
15323,fall through
15324,fall under
15325,falsify
15326,falter
15327,familiarize
15328,fan out
15329,fancy yourself
15330,fantasize
15331,farm out
15332,fart around
15333,fascinate
15334,fasten
15335,fasten on
15336,fasten onto
15337,fast talk
15338,fast-talk
15339,fatten
15340,faze
15341,fear for
15342,feast your eyes on
15343,feather your own nest
15344,feather your (own) nest
15345,feature in
15346,federalize
15347,federate
15348,feed back
15349,feed off
15350,feed on upon
15351,feed on/upon
15352,feed someone a line
15353,feed (someone) a line
15354,feed up
15355,feed your face
15356,feel for
15357,feel no pain
15358,feel out
15359,feel up
15360,feel your way
15361,feign
15362,fend
15363,fend for yourself
15364,fend off
15365,ferret out
15366,fertilize
15367,fess up
15368,fester
15369,fetch
15370,fetch and carry
15371,fetch up
15372,fetter
15373,fictionalize
15374,fiddle around
15375,fiddle with
15376,fidget
15377,fidget with
15378,field test
15379,field-test
15380,fight back
15381,fight fire with fire
15382,fight for
15383,fight it out
15384,fight like cats and dogs
15385,fight off
15386,fight on
15387,fight the good fight
15388,fight with
15389,fight your way
15390,figure in
15391,figure into
15392,figure on
15393,figure out
15394,go figure
15395,filch
15396,fill out
15397,fill someone's shoes
15398,finagle
15399,finalize
15400,find fault
15401,find its mark target
15402,find its mark/target
15403,find out
15404,find yourself
15405,find your voice
15406,find your way
15407,fine tune
15408,fine-tune
15409,finger paint
15410,finishing touch
15411,finish with
15412,fink on
15413,fire away
15414,fire back
15415,fire off
15416,fire up
15417,fireproof
15418,fish for
15419,fish or cut bait
15420,fish out
15421,fishtail
15422,fix on upon
15423,fix on/upon
15424,fix someone with a stare look etc
15425,fix (someone) with a stare/look (etc.)
15426,fix up
15427,fix your eyes gaze etc on upon
15428,fix your eyes/gaze (etc.) on/upon
15429,fix your hopes sights etc on upon
15430,fix your hopes/sights (etc.) on/upon
15431,fixate
15432,fizzle
15433,flabbergast
15435,flambe
15436,flambé
15437,flame out
15438,flatten
15439,flatter
15440,flatter yourself
15441,flaunt
15442,flay
15443,fledge
15444,flee
15445,flesh out
15446,flex your muscles
15447,flinch
15448,fling yourself into
15449,flip open
15450,flip out
15451,flip someone off
15452,flip your lid
15453,flit
15454,flog
15455,flout
15456,flub
15457,fluctuate
15458,flunk
15459,flunk out
15460,fluoridate
15461,fluster
15462,fly at
15463,fly high
15464,fly in the face of
15465,fly into
15466,fly off the handle
15467,fly the coop
15468,let fly
15469,foam at the mouth
15470,fob off
15471,foist
15472,follow
15473,a hard tough act to follow
15474,a hard/tough act to follow
15475,as follows
15476,follow around
15477,follow suit
15478,follow your nose
15479,foment
15480,fondle
15482,fool with
15483,foot the bill
15484,forage
15485,forbear
15486,forbid
15487,god heaven forbid
15488,God/heaven forbid
15489,force
15490,force on upon
15491,force on/upon
15492,force someone's hand
15493,force your way
15494,force feed
15495,force-feed
15496,ford
15497,forecast
15498,foreclose
15499,foreground
15500,foresee
15501,foreshadow
15502,foreshorten
15503,forestall
15504,foretell
15505,forewarn
15506,forfeit
15507,forgather
15508,forge
15509,forget
15510,footwork
15511,fop
15512,forager
15513,foray
15514,forbearance
15515,forbidden fruit
15516,in force
15517,into force
15518,join forces
15519,forced labor
15520,force field
15521,forcefulness
15522,force out
15523,force-out
15524,forceps
15525,to the fore
15526,forearm
15527,forebear
15528,foreboding
15529,forecaster
15530,forecastle
15531,foreclosure
15532,forecourt
15533,forefather
15534,forefinger
15535,forefoot
15536,forefront
15537,forehand
15538,forehead
15539,foreignness
15540,foreigner
15541,foreign exchange
15542,the foreign legion
15543,the Foreign Legion
15544,the foreign office
15545,the Foreign Office
15546,foreign secretary
15547,Foreign Secretary
15548,the foreign service
15549,the Foreign Service
15550,foreknowledge
15551,foreleg
15552,forelock
15553,tug touch your forelock
15554,tug/touch your forelock
15555,foreman
15556,forename
15557,forensics
15558,foreplay
15559,forerunner
15560,foresight
15561,foresightedness
15562,foreskin
15563,forest
15564,forester
15565,forest green
15566,forest ranger
15567,forestry
15568,foretaste
15569,forethought
15570,forever
15571,forewoman
15572,foreword
15573,forfeiture
15574,forger
15575,forgery
15576,forgetfulness
15577,forget me not
15578,forget-me-not
15579,forgiver
15580,forgiveness
15581,for instance
15582,fork
15583,forkful
15584,forklift
15585,form
15586,as a matter of form
15587,take form
15588,true to form
15589,formal
15590,formaldehyde
15591,formalism
15592,formality
15593,formalization
15594,formalisation
15595,format
15596,formation
15597,form letter
15598,formula
15599,formulation
15600,fornication
15601,fornicator
15602,forsythia
15603,fort
15604,hold the fort
15605,forte
15606,forthrightness
15607,fortification
15608,fortitude
15609,fortnight
15610,fortress
15611,fortune
15612,fortune cookie
15613,fortune hunter
15614,fortune teller
15615,fortune-teller
15616,fortune telling
15617,forty
15620,forty winks
15621,forum
15622,forwardness
15623,forward
15624,forwarding address
15625,forward pass
15626,fossil
15627,fossil fuel
15628,fossilization
15629,foulness
15630,foul
15631,foul line
15632,foul play
15633,foul shot
15634,foul up
15635,foul-up
15636,foundation
15637,founder
15638,founding father
15639,founding member
15640,foundling
15641,foundry
15642,fount
15643,fountain
15644,fountainhead
15645,fountain of youth
15646,fountain pen
15647,four
15648,4x4
15649,four letter word
15650,four-letter word
15651,401 k
15652,401(k)
15653,four poster
15654,four-poster
15655,foursome
15656,fourteen
15657,fourth
15658,fourth estate
15659,fourth of july
15660,Fourth of July
15661,four wheel drive
15662,four-wheel drive
15663,fowl
15665,foxglove
15666,foxhole
15667,foxhound
15668,foxhunting
15669,fox terrier
15670,fox trot
15671,fox-trot
15672,foyer
15673,fracas
15674,fraction
15675,fractiousness
15676,fracture
15677,fragility
15678,fragment
15679,fragmentation
15680,fragrance
15681,fraidy cat
15682,fraidy-cat
15683,frailness
15684,frailty
15685,frame
15686,in the frame
15687,out of the frame
15688,framer
15689,frame of mind
15690,frame of reference
15691,frame up
15692,frame-up
15693,framework
15694,franc
15695,franchise
15696,franchisee
15697,franco american
15698,Franco-American
15699,frankness
15700,frank
15701,frankfurter
15703,frat
15704,fraternal twin
15705,fraternity
15706,fraternization
15707,fraternisation
15708,fratricide
15709,fraud
15710,fraudster
15711,fraudulence
15712,fray
15713,above the fray
15714,to a frazzle
15715,freak
15716,freakishness
15717,freak of nature
15718,freckle
15719,free agent
15720,freebase
15721,freebie
15722,freedom
15723,freedom fighter
15724,free enterprise
15725,free fall
15726,free for all
15727,free-for-all
15728,a free hand
15729,free kick
15730,freeloader
15731,free love
15732,freeman
15733,free market
15734,freemason
15735,Freemason
15736,freemasonry
15737,free ride
15738,free spirit
15739,freestyle
15741,free throw
15742,free trade
15743,free verse
15744,freeware
15745,freeway
15746,free will
15747,freeze
15748,freeze frame
15749,freeze-frame
15750,freezer
15751,freezing point
15752,freight
15753,freight car
15754,freighter
15755,freight train
15756,french
15757,French
15758,french bean
15759,French bean
15760,french bread
15761,French bread
15762,french canadian
15763,French Canadian
15764,french door
15765,French door
15766,french dressing
15767,French dressing
15768,french fry
15769,french horn
15770,French horn
15771,french kiss
15772,French kiss
15773,frenchman
15774,Frenchman
15775,french polish
15776,French polish
15777,french toast
15778,French toast
15779,french window
15780,French window
15781,frenchwoman
15782,Frenchwoman
15783,frenzy
15784,frequency
15785,fresco
15786,freshness
15787,fresher
15788,freshman
15789,fret
15790,fretfulness
15791,fretwork
15792,freudian slip
15793,Freudian slip
15794,friability
15796,fricassee
15797,fricative
15798,friction
15799,friday
15800,Friday
15801,fridge
15802,fridge freezer
15803,fridge-freezer
15804,fried rice
15806,a friend in need is a friend indeed
15807,friends in high places
15808,make friends
15809,friendliness
15810,friendly
15811,friendly society
15812,friendship
15813,frieze
15814,frigate
15815,fright
15816,frigidity
15817,frill
15818,fringe
15819,on the fringe s
15820,on the fringe(s)
15821,fringe benefit
15822,frippery
15823,friskiness
15824,frisson
15825,fritter
15826,on the fritz
15827,frivolity
15828,frivolousness
15829,frizz
15830,frock
15831,frock coat
15832,frog
15833,a frog in your throat
15834,frogman
15835,frolic
15836,frond
15837,front
15838,front to back
15839,in front
15840,in front of
15841,out front
15843,up front
15844,frontage
15845,frontage road
15846,front bench
15847,on the front burner
15848,front end loader
15849,front-end loader
15850,frontier
15851,frontiersman
15852,frontispiece
15853,front line
15854,front loader
15855,front matter
15856,front office
15857,front room
15858,front runner
15859,front-runner
15860,front wheel drive
15861,front-wheel drive
15862,frosh
15863,frost
15864,frostbite
15865,frosting
15866,frostiness
15867,froth
15868,frothiness
15869,frown
15870,frozen yogurt
15871,fructose
15872,frugality
15873,fruit
15874,fruit bat
15875,fruitcake
15876,fruit fly
15877,fruitfulness
15878,fruition
15879,fruitlessness
15880,fruit machine
15881,frump
15882,frustration
15883,fry
15884,fryer
15885,frying pan
15886,from out of the frying pan and into the fire
15887,from/out of the frying pan (and) into the fire
15888,fry pan
15889,fry up
15890,fry-up
15891,ftp
15892,FTP
15893,fuchsia
15895,fuck all
15897,fuddy duddy
15898,fuddy-duddy
15899,fudge
15900,hot fudge
15901,fuel
15902,fug
15903,fugitive
15904,fugue
15905,fulcrum
15906,fulfillment
15907,fullness
15908,in full
15909,to the full
15910,fullback
15911,full beam
15912,full court press
15913,full-court press
15914,full dress
15915,full house
15916,full marks
15917,full moon
15918,full stop
15919,fulmination
15920,fumbler
15921,fume
15922,fumigation
15923,fumigator
15924,fun
15925,a figure of fun
15926,in fun
15927,make fun of
15928,poke fun at
15929,fun and games
15930,function
15931,functionality
15932,functionary
15933,function key
15934,function word
15935,fund
15936,fundamental
15939,fund raiser
15940,fund-raiser
15941,fund raising
15942,fund-raising
15943,funeral
15944,it's your funeral
15945,funeral director
15946,funeral home
15947,funfair
15948,fungicide
15949,fungus
15950,fun house
15951,funicular
15952,funk
15953,funnel
15954,funnies
15955,the funnies
15956,funny bone
15957,the funny farm
15958,funnyman
15959,funny money
15960,funny papers
15961,fur
15962,fur flies
15963,furlong
15964,furlough
15965,on furlough
15966,furnace
15967,furnishings
15968,furniture
15969,furor
15970,furrier
15971,furrow
15972,plough a furrow
15973,furtherance
15974,further education
15975,furtiveness
15976,fury
15977,fuse
15978,blow a fuse
15979,a short fuse
15980,fuse box
15981,fuselage
15983,fusion
15984,fuss
15985,fussbudget
15986,fusspot
15987,fussiness
15988,futility
15989,futon
15990,future
15991,future perfect
15992,future tense
15993,futurist
15994,futurity
15995,futurology
15996,fuzz
15997,fuzziness
15998,fuzzy logic
15999,the f word
16000,the f-word
16001,g
16002,gab
16003,gabardine
16004,gabfest
16005,gable
16006,gadabout
16007,gadfly
16008,gadget
16009,gadgetry
16010,gaff
16011,blow the gaff
16012,gaffe
16013,gaffer
16014,gag
16015,gaggle
16016,gag order
16017,gag rule
16018,gaiety
16019,gainer
16020,gain
16021,no pain no gain
16022,"no pain, no gain"
16023,gait
16024,gaiter
16025,gal
16026,gala
16027,galaxy
16028,gale
16029,gall
16030,gallantry
16031,gallbladder
16032,galleon
16033,gallery
16034,play to the gallery
16035,galley
16036,gallon
16037,gallop
16038,gallows
16039,gallows humor
16040,gallstone
16041,galoot
16042,galoshes
16043,gambit
16044,gambler
16045,gamble
16046,gambling
16047,game
16048,ahead of the game
16049,early late in the game
16050,early/late in the game
16051,got game
16052,head mind games
16053,head/mind games
16054,on the game
16055,on off your game
16056,on/off your game
16057,play games
16058,the only game in town
16059,game ball
16060,game hen
16061,gamekeeper
16062,game plan
16063,game point
16064,gamer
16065,game show
16066,gamesmanship
16067,gamete
16068,gamine
16069,gaming
16070,gamma
16071,gamma rays
16072,gammon
16073,gamut
16074,gaminess
16075,gander
16076,gang
16077,gang bang
16078,like gangbusters
16079,gangland
16080,ganglion
16081,gangplank
16082,gang rape
16083,gangrene
16084,gangsta
16085,gangsta rap
16086,gangster
16087,gangway
16089,gannet
16090,gap
16091,gap year
16092,garage
16093,garage band
16094,garage sale
16095,garb
16096,garbage
16097,garbage can
16098,garbage disposal
16099,garbageman
16100,garbage truck
16101,garbanzo
16102,garbanzo bean
16103,garden
16104,gardener
16105,garden chair
16106,gardenia
16107,garden of eden
16108,Garden of Eden
16109,gargle
16110,gargoyle
16111,garishness
16112,garland
16113,garlic
16114,garment
16115,garment bag
16116,garnet
16117,garnish
16118,garret
16119,garrison
16120,garrote
16121,garter
16122,garter belt
16123,garter snake
16124,gas
16125,gasbag
16126,gas chamber
16127,gas guzzler
16128,gas-guzzler
16129,gash
16130,gasket
16131,blow a gasket
16132,gaslight
16133,gas mask
16134,gasohol
16135,gasoline
16136,gas pedal
16137,gas station
16138,gastritis
16139,gastronomy
16140,gasworks
16141,gate
16142,gatehouse
16143,gatekeeper
16144,gateway
16146,gatherer
16147,gather
16148,gathering
16149,gator
16150,gaucheness
16151,gaucho
16152,gaudiness
16154,gauntness
16155,gauntlet
16156,pick take up the gauntlet
16157,pick/take up the gauntlet
16158,throw down the gauntlet
16159,gauze
16160,gavel
16161,gawker
16162,gawkiness
16163,gayness
16164,gay
16165,gaze
16166,gazebo
16167,gazelle
16168,gazette
16169,gazetteer
16170,gazillion
16171,gazpacho
16172,gear
16173,change shift switch gears
16174,change/shift/switch gears
16175,get in gear
16176,gearbox
16177,gearhead
16178,gearing
16179,gearshift
16180,gearstick
16181,gecko
16182,ged
16183,GED
16184,gee gee
16185,gee-gee
16186,geek
16187,geezer
16188,geiger counter
16189,Geiger counter
16190,geisha
16191,gel
16192,gelatin
16193,gelding
16194,gem
16195,gemini
16196,Gemini
16197,gemstone
16198,gendarme
16199,gender
16200,gender bending
16201,gender-bending
16202,gene
16203,genealogy
16204,genealogist
16205,gene pool
16207,in general
16208,general admission
16209,general delivery
16210,general election
16211,generalist
16212,generality
16213,generalization
16214,general practitioner
16215,the general public
16216,general store
16217,generation
16218,generation gap
16219,generation x
16220,Generation X
16221,generator
16222,generic
16223,generosity
16224,genesis
16225,gene therapy
16226,genetic engineering
16227,geneticist
16228,genetics
16229,the geneva convention
16230,the Geneva Convention
16231,geniality
16233,genitalia
16234,genitals
16235,genitive
16236,genius
16237,a stroke of genius
16239,genre
16240,gent
16241,genteelness
16243,gentility
16244,gentleness
16245,gentlefolk
16246,gentleman
16247,gentleman's agreement
16248,gentlewoman
16249,gentrification
16250,gentry
16251,the gentry
16252,gents
16253,genuflection
16254,genuflexion
16255,genuineness
16256,genus
16257,gen x
16258,Gen X
16261,geology
16262,geologist
16263,geometry
16264,geophysics
16266,geranium
16267,gerbil
16268,geriatric
16269,geriatrics
16270,germ
16271,german
16272,German
16273,german mark
16274,German mark
16275,german measles
16276,German measles
16277,german shepherd
16278,German shepherd
16279,germination
16280,germ warfare
16281,gerontology
16282,gerontologist
16283,gerund
16284,gestalt
16285,gestation
16286,gesticulation
16287,gesture
16288,getaway
16289,from the get go
16290,from the get-go
16291,getout
16292,get together
16293,get-together
16294,getter
16295,getup
16296,get up and go
16297,get-up-and-go
16298,gewgaw
16299,geyser
16300,ghastliness
16301,gherkin
16302,ghetto
16303,ghetto blaster
16311,gi
16312,GI
16313,giant
16315,giant sequoia
16316,giant squid
16317,giant tortoise
16318,gibberish
16319,gibbon
16320,gibe
16321,giblet
16322,giddiness
16323,gift
16324,god's gift
16325,God's gift
16326,gift certificate
16327,gift shop
16328,gift wrap
16329,gig
16330,gigabyte
16331,gigolo
16332,gila monster
16333,Gila monster
16334,gilder
16335,gill
16336,to the gills
16337,gilt
16338,gimme
16339,gimmick
16340,gimmickry
16341,gin
16342,ginger
16343,ginger ale
16344,gingerbread
16345,ginger group
16346,gingersnap
16347,gingham
16348,gingivitis
16349,ginkgo
16350,ginkgo biloba
16351,gin rummy
16352,ginseng
16353,giraffe
16354,girder
16355,girdle
16356,girl
16357,girlhood
16358,girlishness
16359,girl friday
16360,girl Friday
16361,girlfriend
16362,girl guide
16363,Girl Guide
16364,girl scout
16365,Girl Scout
16366,giro
16367,girth
16368,gist
16369,the gist
16370,git
16371,give
16372,give and take
16373,give-and-take
16374,giveaway
16375,giveaway price
16376,giveback
16377,given
16378,given name
16379,giver
16380,gizmo
16381,gizzard
16382,glacier
16383,gladness
16384,glade
16385,gladiator
16386,gladiolus
16387,glad rags
16388,glamour
16389,glamour puss
16390,glamour-puss
16391,glance
16392,at a glance
16393,gland
16394,glandular fever
16395,glare
16396,glass
16397,people who live in glass houses shouldn't throw stones
16398,under glass
16399,glassful
16400,glassblowing
16401,glassblower
16402,glass ceiling
16403,glassmaker
16404,glassware
16405,glaucoma
16406,glaze
16407,glazier
16408,gleam
16409,gleaner
16410,gleanings
16411,glee
16412,glee club
16413,glen
16414,glibness
16415,glider
16416,glimmer
16417,glimmering
16418,glimpse
16419,glint
16420,glitch
16421,glitter
16422,glitterati
16423,glitz
16424,gloaming
16425,the gloaming
16426,glob
16427,globalization
16428,global village
16429,global warming
16430,globe
16431,globe trotter
16432,globe-trotter
16433,globule
16434,glockenspiel
16435,gloom
16436,gloominess
16437,glop
16438,glorification
16439,glory
16440,glory be
16441,glory be!
16442,glory days years
16443,glory days/years
16444,go to your glory
16445,go to (your) glory
16446,gloss
16447,glossary
16448,glossiness
16449,glossy
16450,glottal stop
16451,glottis
16452,glove
16453,glove compartment
16454,glove puppet
16455,glow
16456,glowworm
16457,glucose
16458,glue
16459,glumness
16460,glut
16461,gluten
16462,glutton
16463,gluttony
16464,glycerin
16465,g man
16466,G-man
16467,gnat
16468,gnocchi
16469,gnome
16470,gnu
16471,go
16472,all go
16473,have a go at
16474,make a go of
16475,no go
16476,on the go
16477,goad
16478,the go ahead
16479,the go-ahead
16480,goal
16481,goalie
16482,goalkeeper
16483,goal line
16484,goal mouth
16485,goalpost
16486,move shift the goalposts
16487,move/shift the goalposts
16488,goaltender
16489,go around
16490,go-around
16491,goat
16492,get your goat
16493,old goat
16494,goat cheese
16495,goatee
16496,goatherd
16497,goatskin
16498,gob
16499,gobbet
16500,gobbledygook
16501,gobbler
16502,go between
16503,go-between
16504,goblet
16505,goblin
16507,god willing
16508,God willing
16510,goddaughter
16511,goddess
16512,godfather
16513,the godhead
16514,the Godhead
16515,godlessness
16516,godliness
16517,godmother
16519,godsend
16520,godson
16521,godspeed
16522,Godspeed
16524,gofer
16525,go getter
16526,go-getter
16527,goggles
16528,going
16529,going concern
16530,going over
16531,going-over
16532,goings on
16533,goings-on
16534,goiter
16535,go kart
16536,go-kart
16537,gold
16538,as good as gold
16539,(as) good as gold
16540,worth your weight in gold
16541,gold digger
16542,golden age
16543,golden ager
16544,golden-ager
16545,golden eagle
16546,golden handcuffs
16547,explanatory
16548,explicable
16549,explicit
16550,exploded
16551,exploratory
16552,exponential
16553,exportable
16554,exposed
16555,expository
16556,expressible
16557,expressionless
16558,expressive
16559,expurgated
16560,exquisite
16561,extant
16562,extemporaneous
16563,extendable
16564,extendible
16565,extended
16566,extensive
16567,extenuating
16568,external
16569,extinct
16570,extractable
16571,extracurricular
16572,extramarital
16573,extraneous
16574,extraordinary
16575,extraterrestrial
16576,extravagant
16577,extrinsic
16578,extroverted
16579,exuberant
16580,exultant
16581,eye catching
16582,eye-catching
16583,eyed
16584,fab
16585,fabled
16586,fabulous
16587,faceless
16588,face saving
16589,face-saving
16590,faceted
16591,facetious
16592,facile
16593,fact finding
16594,fact-finding
16595,factual
16596,faddish
16597,fagged
16598,fahrenheit
16599,Fahrenheit
16600,fail safe
16601,fail-safe
16602,faint of heart
16603,fainthearted
16604,all's fair in love and war
16605,fair and square
16606,fair enough
16607,fair's fair
16608,fair to say
16609,fair warning
16610,fair haired
16611,fair-haired
16612,fair minded
16613,fair-minded
16614,fair weather
16615,fair-weather
16616,faithful
16618,faithless
16619,fallacious
16620,fallible
16621,fallow
16622,false
16623,famed
16624,familial
16625,familiar
16626,familiar with
16627,famished
16628,famous
16630,fanciful
16631,fancy free
16632,fancy-free
16633,fanged
16634,fantastic
16635,far
16636,the far left
16637,the far right
16638,faraway
16639,farcical
16640,far fetched
16641,far-fetched
16642,far flung
16643,far-flung
16644,far off
16645,far-off
16646,far out
16647,far-out
16648,far reaching
16649,far-reaching
16650,farsighted
16651,farther
16652,farthest
16653,fascinating
16655,fashionable
16656,fast and furious
16657,fastidious
16658,big fat
16659,fatal
16660,fatalistic
16661,fated
16662,fateful
16663,fat free
16664,fat-free
16665,fatheaded
16666,fatherless
16667,fatherly
16668,fatigued
16669,fattening
16670,fatuous
16671,faultless
16672,faulty
16673,favorable
16674,favored
16675,fearful
16676,fearless
16677,fearsome
16678,feasible
16679,feathered
16680,featherbrained
16681,feathery
16682,featureless
16683,febrile
16684,fecal
16685,faecal
16686,feckless
16687,fecund
16688,fed up
16689,feeble
16690,feebleminded
16691,feel good
16692,feel-good
16693,feigned
16694,feisty
16695,felicitous
16696,in one fell swoop
16697,felonious
16698,femoral
16699,feral
16700,fernlike
16701,ferny
16702,ferocious
16703,ferrous
16704,fertile
16705,fervent
16706,fervid
16707,festive
16708,fetal
16709,fetching
16710,fetid
16711,feudal
16712,fevered
16713,feverish
16714,few
16715,as few as
16716,few and far between
16717,no fewer than
16718,of few words
16719,fewer
16720,fibrous
16721,fickle
16722,fictional
16723,fictitious
16724,fiddly
16725,fidgety
16726,fiduciary
16727,fiendish
16728,fierce
16729,something fierce
16730,fiery
16731,fifty fifty
16732,fifty-fifty
16733,figurative
16734,filamentous
16735,filial
16736,filmy
16737,filthy
16738,financial
16739,not to put too fine a point on it
16740,fingerlike
16741,finicky
16742,finished
16743,finite
16744,fire breathing
16745,fire-breathing
16746,at first blush
